지역,국가,대학명,유형,한국학제공형태학사,한국학제공형태석사,한국학제공형태박사,한국학제공형태교양어학원,한국학제공형태세종학당,한국학제공형태코리아코너
동남아,베트남,FPT대학교-껀더캠퍼스,사립,Y,N,N,Y,Y,N
서유럽,프랑스,ISC파리경영대학교,사립,N,N,N,Y,N,N
서유럽,영국,SOAS 런던대학교,국립,Y,Y,N,N,N,N
동북아,일본,가가와대학교,국립,N,N,N,Y,N,N
동북아,일본,가고시마국제대학교,사립,N,N,N,Y,N,N
동북아,일본,가고시마대학교,국립,N,N,N,Y,N,N
동북아,일본,가나가와대학교,사립,N,N,N,Y,N,N
동북아,일본,가나가와현립복지대학교,국립,N,N,N,Y,N,N
동북아,일본,가나자와대학,국립,N,N,N,Y,N,N
동북아,일본,가나자와세이료대학교,기타,N,N,N,Y,N,N
동북아,일본,가나자와학원대학교,사립,N,N,N,Y,N,N
동북아,일본,가노야체육대학교,국립,N,N,N,Y,N,N
남미,볼리비아,가브리엘레네모레노자치대학교,국립,N,N,N,Y,N,N
동북아,일본,가와무라학원여자대학교,사립,N,N,N,Y,N,N
동남아,인도네시아,가자마다대학교,국립,Y,N,N,N,N,N
동북아,일본,가쿠슈인대학교,사립,N,N,N,Y,N,N
동북아,일본,가쿠슈인여자대학교,기타,N,N,N,Y,N,N
동북아,일본,간다외국어대학,사립,Y,N,N,Y,Y,N
동북아,일본,간사이국제대학교,사립,N,N,N,Y,N,N
동북아,일본,간사이대학교,사립,N,N,N,Y,N,N
동북아,일본,간사이외국어대학교,사립,N,N,N,Y,N,N
동북아,일본,간사이의과대학,사립,N,N,N,Y,N,N
동북아,일본,간사이학원대학,사립,N,N,N,Y,N,N
동북아,일본,간토학원대학교,사립,Y,N,N,Y,N,N
동북아,일본,갓스이여자대학교,사립,N,N,N,Y,N,N
동북아,일본,게이센여학원대학교,기타,N,N,N,Y,N,N
동북아,일본,게이아이대학교,사립,N,N,N,Y,N,N
동북아,일본,게이오대학교,사립,Y,Y,Y,N,Y,N
동북아,일본,게이와학원대학교,기타,N,N,N,Y,N,N
서유럽,벨기에,겐트대학교,국립,N,N,N,Y,N,N
동북아,일본,고난대학교,사립,N,N,N,Y,N,N
동북아,일본,고리야마여자대학교,사립,N,N,N,Y,N,N
동북아,일본,고베국제대학교,사립,N,N,N,Y,N,N
동북아,일본,고베대학교,국립,N,N,N,Y,N,N
동북아,일본,고베쇼인여자대학교,,N,N,N,Y,N,N
동북아,일본,고베시외국어대학교,국립,N,N,N,Y,N,N
동북아,일본,고베신와여자대학교,사립,N,N,N,Y,N,N
동북아,일본,고베야마테대학교,사립,N,N,N,Y,N,N
동북아,일본,고베여자대학교,사립,N,N,N,Y,N,N
동북아,일본,고베학원대학교,사립,N,N,N,Y,N,N
동북아,일본,고시엔대학교,사립,N,N,N,Y,N,N
동북아,일본,고치대학교,국립,N,N,N,Y,N,N
동북아,일본,고쿠사이크리스트교대학,사립,N,N,N,Y,N,N
동북아,일본,고쿠시칸대학교,사립,Y,N,N,Y,N,N
중미카리브,멕시코,과달라하라대학교,국립,N,N,N,Y,N,N
중미카리브,과테말라,과테말라산카를로스대학교,국립,N,N,N,Y,N,N
북미,미국,괌대학교,국립,N,N,N,Y,N,N
북미,미국,괌커뮤니티칼리지,국립,Y,N,N,N,N,N
동북아,중국,광둥건설직업기술학원,국립,Y,N,N,N,N,N
동북아,중국,광둥공무직업기술학원,,Y,N,N,N,N,N
동북아,중국,광둥남화공상직업학원,국립,Y,N,N,N,N,N
동북아,중국,광둥문예직업학원,,N,N,N,Y,N,N
동북아,중국,광둥백운학원,사립,Y,N,N,Y,N,N
동북아,중국,광둥영남직업기술학원,사립,Y,N,N,N,N,N
동북아,중국,광둥외어외무대학교,,Y,N,N,N,N,N
동북아,중국,광시사범대학교,국립,Y,Y,N,N,Y,N
동북아,중국,광저우남방학원,,Y,N,N,N,N,N
동북아,중국,광저우섭외경제직업기술학원,,Y,N,N,N,N,N
동북아,중국,광저우성건직업학교,,Y,N,N,N,N,N
중유럽,독일,괴팅겐대학교,국립,N,N,N,Y,N,Y
동북아,일본,교리츠여자대학교,,N,N,N,Y,N,N
동북아,일본,교린대학교,사립,N,N,N,Y,N,N
동북아,일본,교아이학원마에바시국제대학교,사립,N,N,N,Y,N,N
동북아,일본,교에이대학교,사립,N,N,N,Y,N,N
동북아,일본,교토노틀담여자대학교,사립,N,N,N,Y,N,N
동북아,일본,교토대학교,국립,Y,Y,Y,Y,Y,N
동북아,일본,교토부립대학교,국립,N,N,N,Y,N,N
동북아,일본,교토분쿄대학교,사립,N,N,N,Y,N,N
동북아,일본,교토산업대학교,사립,Y,N,N,N,N,N
동북아,일본,교토세이카대학,사립,N,N,N,Y,N,N
동북아,일본,교토여자대학교,사립,N,N,N,Y,N,N
동북아,일본,교토외국어대학교,사립,N,N,N,Y,N,N
동북아,일본,교토조형예술대학교,사립,N,N,N,Y,N,N
동북아,일본,교토첨단과학대학교,사립,N,N,N,Y,N,N
동북아,일본,교토타치바나대학교,사립,N,N,N,Y,N,N
동북아,일본,구루메공업대학교,사립,N,N,N,Y,N,N
동북아,일본,구루메대학교,사립,N,N,N,Y,N,N
서남아,인도,구르가온아미티대학교,,N,N,N,Y,N,N
동북아,일본,구마모토대학교,국립,N,N,N,Y,N,N
동북아,일본,구마모토학원대학교,사립,Y,Y,Y,N,Y,N
동북아,일본,구마모토현립대학교,국립,N,N,N,Y,N,N
동북아,일본,구시로공립대학교,국립,N,N,N,Y,N,N
동북아,중국,구이린여행학원,국립,Y,N,N,N,Y,N
동북아,중국,구이후직업기술학원,사립,N,N,N,Y,N,N
동북아,대만,국립가오슝대학교,국립,Y,N,N,N,Y,N
동북아,대만,국립교통대학교,국립,N,N,N,Y,N,N
중미카리브,코스타리카,국립기술대학교(UTN),국립,N,N,N,Y,N,N
동북아,대만,국립대만대학교,,N,N,N,Y,N,N
동북아,대만,국립대만예술대학교,국립,N,N,N,Y,N,N
동북아,대만,국립대만체육운동대학교,국립,N,N,N,Y,N,N
서유럽,프랑스,국립동양어문명연구소(INALCO),국립,Y,Y,Y,N,N,N
동남아,캄보디아,국립바탐방대학교,국립,Y,N,N,Y,N,N
동북아,대만,국립연합대학교,국립,N,N,N,Y,N,N
서남아,인도,국립인도외국어대학교(EFLU),국립,Y,N,N,N,N,N
동북아,대만,국립자이대학교,국립,N,N,N,Y,N,N
동북아,대만,국립정치대학교,국립,Y,Y,N,N,Y,N
동북아,대만,국립청화대학,국립,N,N,N,Y,N,N
동북아,대만,국립타이베이교육대학교,국립,N,N,N,Y,N,N
동북아,대만,국립타이베이예술대학교,국립,N,N,N,Y,N,N
유라시아,러시아,국립해양대학교,기타,N,N,N,Y,N,N
동북아,대만,국방대학정치작전학원,사립,N,N,N,Y,N,N
동남아,인도네시아,국방어학원,기타,N,N,N,Y,N,N
동북아,일본,국제교양대학교,사립,N,N,N,Y,N,N
동남아,말레이시아,국제교육컬리지,사립,N,N,N,Y,N,N
동북아,일본,국제기독교대학교,사립,N,N,N,Y,N,N
유라시아,키르기스스탄,국제슬라브대학교 비쉬케크캠퍼스,기타,N,N,N,Y,N,N
유라시아,카자흐스탄,국제아이티(IT)대학교,국립,N,N,N,Y,N,N
유라시아,키르기스스탄,국제아타튀르크알라투대학교,사립,N,N,N,Y,N,N
동북아,일본,국학원대학교,사립,N,N,N,Y,N,N
동북아,일본,군마대학교,국립,N,N,N,Y,N,N
동북아,일본,군마현립여자대학,국립,N,N,N,Y,N,N
동북아,일본,규슈공업대학교,국립,N,N,N,Y,N,N
동북아,일본,규슈국제대학교,사립,N,N,N,Y,N,N
동북아,일본,규슈대학교,국립,Y,Y,Y,N,Y,N
동북아,일본,규슈루테란학원대학교,사립,N,N,N,Y,N,N
동북아,일본,규슈보건복지대학교,사립,N,N,N,Y,N,N
동북아,일본,규슈산업대학교,사립,N,N,N,Y,N,N
동북아,일본,규슈여자대학교,사립,N,N,N,Y,N,N
동북아,일본,규슈영양복지대학교,사립,N,N,N,Y,N,N
동북아,일본,규슈정보대학교,사립,N,N,N,Y,N,N
동북아,일본,규슈치과대학교,국립,N,N,N,Y,N,N
서유럽,프랑스,그르노블알프스대학교,국립,N,N,N,Y,N,N
대양주,호주,그리피스대학교,국립,Y,N,N,N,N,N
유라시아,러시아,극동국립수산공과대학교,기타,N,N,N,Y,N,N
유라시아,러시아,극동연방대학교,국립,Y,Y,Y,N,Y,N
동북아,일본,기타큐슈시립대학교,국립,N,N,N,Y,N,N
동북아,일본,기후대학교,국립,N,N,N,Y,N,N
동북아,일본,기후의료과학대학,사립,N,N,N,Y,N,N
동북아,일본,기후현립간호대학교,국립,N,N,N,Y,N,N
동북아,일본,긴조학원대학교,사립,N,N,N,Y,N,N
동북아,일본,긴키대학교,사립,N,N,N,Y,N,N
동북아,중국,길림경찰학원,,Y,N,N,N,N,N
동북아,중국,길림농업과기학원,,Y,N,N,N,N,N
동북아,중국,길림대학교,국립,Y,Y,N,N,Y,N
동북아,중국,길림대학교 주하이대학원,사립,Y,N,N,Y,Y,N
동북아,중국,길림사범대학교,,Y,N,N,Y,Y,N
동북아,중국,길림사법경관직업학원,,N,N,N,Y,N,N
동북아,중국,길림재경대학교,국립,Y,Y,N,N,N,N
동북아,중국,길림전자정보직업기술학원,,Y,N,N,N,N,N
동북아,중국,길림화교외국어학원,사립,Y,Y,N,N,N,N
유라시아,우즈베키스탄,김요대학교(KIUT),사립,Y,N,N,Y,N,N
동남아,태국,까셋삿대학교,국립,N,N,N,Y,N,N
동남아,태국,깜팽펫라차팟대학교,국립,N,N,N,Y,N,N
동남아,베트남,껀터대학교,기타,N,N,N,Y,N,N
동북아,일본,나가노대학교,국립,N,N,N,Y,N,N
동북아,일본,나가사키국제대학교,사립,N,N,N,Y,N,N
동북아,일본,나가사키대학교,국립,N,N,N,Y,N,N
동북아,일본,나가사키외국어대학교,사립,Y,N,N,N,N,N
동북아,일본,나가사키웨슬리안대학교,사립,N,N,N,Y,N,N
동북아,일본,나가사키준신대학교,사립,N,N,N,Y,N,N
동북아,일본,나가오카대학교,기타,N,N,N,Y,N,N
동북아,일본,나고야경제대학교,,N,N,N,Y,N,N
동북아,일본,나고야단기대학교,사립,N,N,N,Y,N,N
동북아,일본,나고야대학교,국립,N,N,N,Y,N,N
동북아,일본,나고야미즈호대학교,사립,N,N,N,Y,N,N
동북아,일본,나고야상과대학교,사립,N,N,N,Y,N,N
동북아,일본,나고야여자대학교,사립,N,N,N,Y,N,N
동북아,일본,나고야외국어대학교,사립,N,N,N,Y,N,N
동북아,일본,나고야학원대학교,사립,N,N,N,Y,N,N
동북아,일본,나라대학교,기타,N,N,N,Y,N,N
동북아,일본,나라여자대학교,,N,N,N,Y,N,N
동남아,태국,나레수안대학교,국립,Y,N,N,N,Y,N
유라시아,키르기스스탄,나린국립대학교,국립,N,N,N,Y,N,N
동남아,인도네시아,나시오날대학교(UNAS),사립,Y,N,N,N,N,N
중미카리브,멕시코,나야리트자치대학교,국립,Y,N,N,Y,N,N
아프리카,케냐,나이로비대학교,국립,Y,N,N,N,N,N
유라시아,카자흐스탄,나자르바예프 대학교,국립,N,N,N,Y,N,Y
동북아,일본,나카무라학원대학교,사립,N,N,N,Y,N,N
동남아,베트남,나트랑 태평양대학교,,Y,N,N,N,Y,N
서유럽,이탈리아,나폴리동양학대학교,국립,Y,Y,Y,Y,Y,N
중유럽,아제르바이잔,나흐치반국립대학교,국립,N,N,N,Y,N,N
동남아,싱가포르,난양공과대학교,국립,N,N,N,Y,N,N
동남아,싱가포르,난양폴리테크닉,국립,N,N,N,Y,N,N
동북아,일본,난잔대학교,사립,N,N,N,Y,N,N
동북아,중국,난징공업직업기술학원,국립,N,N,N,Y,N,N
동북아,중국,난징대학교,국립,Y,Y,Y,N,Y,N
동북아,중국,난징사범대학교,국립,Y,Y,N,N,Y,N
동북아,중국,난징여유직업학원,,Y,N,N,N,N,N
동북아,중국,난징정보직업기술학원,,N,N,N,Y,N,N
동북아,중국,난징특수교육사범대학교,,Y,N,N,N,N,N
동북아,중국,난창공정학원,,Y,N,N,N,N,N
동북아,중국,난창이공학원,,N,N,N,Y,N,N
동북아,중국,난카이대학교,국립,Y,Y,Y,Y,N,N
동북아,중국,난통이공학원,,N,N,N,Y,N,N
동북아,중국,난통직업대학교,국립,N,N,N,Y,N,N
동북아,대만,난화대학교,사립,N,N,N,Y,N,N
서남아,인도,날란다대학교,기타,N,N,N,Y,N,N
대양주,호주,남호주대학교,국립,N,N,N,Y,N,N
서유럽,프랑스,낭트 생나제르 예술대학교,,Y,N,N,Y,N,N
서유럽,프랑스,낭트대학교,국립,N,N,N,Y,N,N
동북아,중국,내몽고경무외국어직업학원,사립,Y,N,N,N,N,N
북미,미국,노던일리노이대학교,국립,Y,N,N,N,N,N
유라시아,러시아,노보시비르스크국립공과대학교,기타,N,N,N,Y,N,N
유라시아,러시아,노보시비르스크국립대학교,국립,Y,Y,Y,Y,N,N
유라시아,러시아,노브고로드국립대학교,기타,N,N,N,Y,N,N
동북아,일본,노스아시아대학교,사립,N,N,N,Y,N,N
북미,미국,노스웨스턴대학교,사립,Y,N,N,Y,N,N
북미,미국,노스이스턴일리노이대학교,국립,Y,N,N,Y,Y,N
북미,미국,노스조지아대학교,,Y,N,N,N,N,N
북미,미국,노스캐롤라이나대학교 채플힐캠퍼스,국립,Y,N,N,Y,N,N
북미,미국,노스텍사스대학교,국립,N,N,N,Y,N,N
북미,미국,노트르담대학교,국립,N,N,N,Y,N,N
동남아,말레이시아,노팅엄대학교 말레이시아캠퍼스,기타,N,N,N,Y,N,N
중미카리브,멕시코,누에보레온자치대학교,국립,N,N,N,Y,Y,N
유라시아,우즈베키스탄,누쿠스국립사범대학교,,Y,N,N,Y,N,N
서유럽,포르투갈,뉴리스본대학교,국립,N,N,N,Y,N,N
대양주,호주,뉴사우스웨일스대학교(UNSW),국립,Y,Y,Y,Y,N,N
북미,미국,뉴욕대학교(NYU),사립,Y,N,N,N,Y,N
북미,미국,뉴욕시립대학교(CUNY) 퀸즈칼리지,국립,Y,N,N,Y,N,N
북미,미국,뉴욕주립대학교 버팔로캠퍼스,국립,N,N,N,Y,N,N
북미,미국,뉴욕주립대학교 빙햄턴캠퍼스,국립,Y,Y,N,Y,N,N
북미,미국,뉴욕주립대학교 스토니브룩캠퍼스,국립,Y,N,N,N,N,N
북미,미국,뉴욕주립대학교 올버니캠퍼스,국립,Y,N,N,N,Y,N
서유럽,영국,뉴캐슬대학교,국립,N,N,N,Y,N,N
동북아,일본,니가타경영대학교,사립,N,N,N,Y,N,N
동북아,일본,니가타공과대학교,사립,N,N,N,Y,N,N
동북아,일본,니가타국제정보대학교,사립,N,N,N,Y,N,N
동북아,일본,니가타대학교,국립,N,N,N,Y,N,N
동북아,일본,니가타산업대학교,기타,N,N,N,Y,N,N
동북아,일본,니가타의료복지대학교,사립,N,N,N,Y,N,N
동북아,일본,니가타현립대학교,국립,Y,N,N,N,N,N
동북아,일본,니쇼가쿠샤대학교,사립,Y,N,N,N,Y,N
동북아,일본,니시규슈대학교,사립,N,N,N,Y,N,N
동북아,일본,니시니혼공업대학교,사립,N,N,N,Y,N,N
중유럽,세르비아,니시대학교,국립,N,N,N,Y,N,N
동남아,싱가포르,니안폴리테크닉,국립,N,N,N,Y,N,N
중미카리브,니카라과,니카라과국립대학교 마나과캠퍼스,국립,N,N,N,Y,N,N
동남아,베트남,다낭외국어대학교,국립,Y,N,N,N,N,N
동북아,중국,다롄민족대학교,,Y,N,N,N,N,N
동북아,중국,다롄번역직업학원,,Y,N,N,N,N,N
동북아,중국,다롄상무직업학원,,Y,N,N,N,N,N
동북아,중국,다롄예술학원,,Y,N,N,N,N,N
동북아,중국,다롄외국어대학교,,Y,Y,N,N,N,Y
동북아,중국,다롄직업기술학원,,Y,N,N,N,N,N
아프리카,탄자니아,다르에스살람대학교,국립,N,N,N,Y,N,N
동북아,몽골,다르항대학교,사립,N,N,N,Y,N,N
동북아,일본,다이세이학원대학교,사립,N,N,N,Y,N,N
동북아,일본,다이쇼대학교,사립,N,N,N,Y,N,N
동북아,일본,다이이치공업대학교,사립,N,N,N,Y,N,N
동북아,일본,다이토문화대학교,기타,N,N,N,Y,N,N
서남아,방글라데시,다카대학교,국립,N,N,N,Y,N,N
아프리카,세네갈,다카르경영대학교,사립,N,N,N,Y,Y,Y
동북아,일본,다카사키건강복지대학,사립,N,N,N,Y,N,N
동북아,일본,다카사키상과대학,기타,N,N,N,Y,N,N
동북아,일본,다카사키시립경제대학교,국립,N,N,N,Y,N,N
동북아,일본,다쿠쇼쿠대학교,사립,N,N,N,Y,N,N
북미,미국,다트머스칼리지,사립,Y,N,N,Y,N,N
동남아,베트남,달랏대학교,국립,Y,N,N,N,N,N
동북아,대만,담강대학교,사립,N,N,N,Y,N,N
동북아,중국,대외경제무역대학교,국립,Y,N,N,Y,N,N
북미,미국,댈러스칼리지 브룩헤이븐,국립,N,N,N,Y,N,N
서유럽,영국,더럼대학교,국립,N,N,N,Y,N,N
서유럽,아일랜드,더블린공과대학교,국립,N,N,N,Y,N,N
서유럽,아일랜드,더블린트리티니칼리지,기타,N,N,N,Y,N,N
중유럽,헝가리,데브레첸서머대학교,기타,N,N,N,Y,N,N
동북아,일본,데이쿄대학교,사립,Y,N,N,N,N,N
동북아,일본,데즈카야마학원대학,사립,Y,N,N,N,N,N
동북아,일본,덴리대학교,사립,Y,N,N,N,N,N
북미,미국,덴버대학교,사립,N,N,N,Y,N,N
동북아,일본,덴엔초후학원대학교,사립,N,N,N,Y,N,N
북미,미국,델라웨어대학교,국립,N,N,N,Y,N,N
서남아,인도,델리대학교,국립,Y,Y,Y,Y,N,N
북미,캐나다,도슨칼리지,국립,N,N,N,Y,N,N
동북아,일본,도시샤대학교,사립,Y,Y,N,N,N,N
동북아,일본,도시샤여자대학교,사립,N,N,N,Y,N,N
동북아,일본,도야마국제대학교,국립,Y,N,N,Y,N,N
동북아,일본,도야마대학교,국립,Y,N,N,N,N,N
동북아,일본,도요대학교,사립,N,N,N,Y,N,N
동북아,일본,도카이대학교,사립,N,N,N,Y,Y,N
동북아,일본,도카이학원대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄가쿠게이대학,국립,N,N,N,Y,N,N
동북아,일본,도쿄경제대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄국제대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄기독교대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄농업대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄대학교,국립,Y,Y,Y,N,Y,N
동북아,일본,도쿄도립대학교,,N,N,N,Y,N,N
동북아,일본,도쿄도시대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄세이토쿠대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄여자대학교,,N,N,N,Y,N,N
동북아,일본,도쿄외국어대학교,국립,Y,Y,Y,Y,N,N
동북아,일본,도쿄이과대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄정보대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄조형대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄준신대학교,사립,N,N,N,Y,N,N
동북아,일본,도쿄치과대학,사립,N,N,N,Y,N,N
동북아,일본,도쿄해양대학교,국립,N,N,N,Y,N,N
동북아,일본,도쿠시마문리대학교,사립,N,N,N,Y,N,N
동북아,일본,도키와대학교,사립,N,N,N,Y,N,N
동북아,일본,도호대학교,사립,N,N,N,Y,N,N
동북아,일본,도호쿠공익문과대학교,사립,N,N,N,Y,N,N
동북아,일본,도호쿠대학교,국립,N,N,N,Y,N,N
동북아,일본,도호쿠문화학원대학교,사립,Y,Y,N,Y,N,N
동북아,일본,도호쿠복지대학,사립,N,N,N,Y,N,N
동북아,일본,도호쿠예술공과대학교,사립,N,N,N,Y,N,N
동북아,일본,도호쿠학원대학교,,N,N,N,Y,N,N
동북아,일본,돗쿄대학교,사립,N,N,N,Y,N,N
동북아,일본,돗토리공립환경대학교,국립,N,N,N,Y,N,N
동북아,일본,돗토리대학교,국립,N,N,N,Y,N,N
동남아,베트남,동나이기술대학교,사립,Y,N,N,N,N,N
동북아,중국,동베이사범대학교,,Y,N,N,N,N,N
동남아,베트남,동아대학교,사립,Y,N,N,N,Y,N
동북아,일본,동아시아대학,사립,N,N,N,Y,N,N
동북아,대만,동오대학교,국립,N,N,N,Y,N,N
유라시아,카자흐스탄,동카자흐스탄국립대학교,,N,N,N,Y,N,N
동남아,동티모르,동티모르국립대학교,국립,N,N,N,Y,N,N
동남아,인도네시아,두타와카나크리스천대학교,사립,N,N,N,Y,Y,N
동북아,중국,둥관이공학원,국립,Y,N,N,N,N,N
중유럽,독일,뒤스부르크-에센대학교,국립,Y,Y,Y,Y,Y,N
북미,미국,뒤파제칼리지,국립,N,N,N,Y,N,N
북미,미국,듀크대학교,사립,Y,N,N,Y,N,N
북미,미국,디안자칼리지,국립,Y,N,N,N,N,N
남미,칠레,디에고포르탈레스대학교,사립,N,N,N,Y,N,N
북미,미국,디트로이트머시대학교,사립,N,N,N,Y,N,N
동남아,인도네시아,디포느고로대학교,기타,N,N,N,Y,N,N
서유럽,프랑스,라로셸대학교,국립,Y,Y,N,N,N,N
서유럽,스페인,라스팔마스그란카나리아대학교,국립,N,N,N,Y,N,N
동남아,라오스,라오스국립대학교,국립,Y,N,N,N,N,N
동북아,중국,라오양직업기술학원,,Y,N,N,N,N,N
동남아,라오스,라오코리아칼리지,기타,N,N,N,Y,N,N
남미,파라과이,라울뻬냐국립교원대학교(INAES),,Y,N,N,N,N,N
북미,미국,라이스대학교,사립,Y,N,N,Y,N,N
동남아,필리핀,라이시움대학교,사립,N,N,N,Y,N,N
동남아,캄보디아,라이프대학교,사립,Y,N,N,N,Y,N
중유럽,독일,라이프치히대학교,국립,N,N,N,Y,Y,N
중유럽,독일,라인마인응용과학대학교,국립,N,N,N,Y,N,N
서남아,인도,라자기리칼리지,사립,Y,N,N,N,N,N
동남아,태국,라차망칼라기술대학교 따왁억캠퍼스,국립,Y,N,N,Y,N,N
동남아,태국,라차망칼라기술대학교 이산캠퍼스,기타,N,N,N,Y,N,N
서유럽,라트비아,라트비아대학교,국립,Y,Y,N,N,N,N
남미,아르헨티나,라플라타국립대학교(UNLP),국립,N,Y,Y,Y,Y,Y
동남아,베트남,락홍대학교,사립,Y,N,N,Y,Y,N
동남아,태국,람캄행대학교,국립,Y,N,N,N,N,N
동남아,인도네시아,람풍망쿠랏대학교,국립,N,N,N,Y,N,N
동북아,중국,랑팡직업기술학원,,N,N,N,Y,N,N
동북아,중국,랴오닝기전직업기술학원,,Y,N,N,N,N,N
동북아,중국,랴오닝대학교,국립,Y,Y,Y,N,N,N
동북아,중국,랴오닝사범대학교,국립,Y,N,N,N,N,N
동북아,중국,랴오닝지질공정직업학원,,Y,N,N,N,N,N
동북아,중국,랴오동학원,국립,Y,N,N,N,N,N
동북아,중국,랴오청대학 동창학원,,Y,N,N,N,N,N
동북아,중국,랴오청대학교,국립,Y,N,N,N,N,N
유라시아,러시아,러시아 국민경제국가행정아카데미(RANEPA),,N,N,N,Y,N,N
유라시아,러시아,러시아게르첸국립사범대학교,기타,Y,N,N,N,N,N
유라시아,러시아,러시아과학아카데미,기타,N,N,N,Y,N,N
유라시아,러시아,러시아국립고등경제연구대학교,국립,Y,N,N,N,N,N
유라시아,러시아,러시아국립사회대학교,국립,N,N,N,Y,N,N
유라시아,러시아,러시아국립인문대학교,국립,Y,N,N,N,N,N
유라시아,러시아,러시아외무부외교아카데미,국립,Y,N,N,N,N,N
서유럽,영국,런던경영대학원,기타,N,N,N,Y,N,N
서유럽,영국,런던정치경제대학교,국립,N,N,N,Y,N,N
북미,미국,럿거스대학교 뉴브런즈윅캠퍼스,국립,Y,Y,N,N,N,N
중유럽,독일,레겐스부르크대학교,국립,N,N,N,Y,N,N
서유럽,네덜란드,레이던대학교,국립,Y,Y,Y,Y,Y,N
서유럽,영국,레이체스트대학교,국립,N,N,N,Y,N,N
동북아,일본,레이타쿠대학교,사립,N,N,N,Y,N,N
동북아,중국,롄윈강사범고등전과학원,,Y,N,N,N,N,N
동북아,중국,롄윈강직업기술학원,,Y,N,N,N,N,N
동남아,라오스,로고스칼리지,기타,N,N,N,Y,N,N
서유럽,이탈리아,로마 라사피엔차대학교,국립,Y,Y,Y,Y,N,N
유라시아,러시아,로모노소프모스크바국립대학교,국립,Y,Y,Y,N,N,N
중미카리브,콜롬비아,로사리오대학교(UROSARIO),사립,N,N,N,Y,N,N
북미,미국,로스앤젤레스시티칼리지,국립,N,N,N,Y,N,N
유라시아,러시아,로스토프국립경제대학교,,Y,N,N,N,N,N
서유럽,네덜란드,로테르담응용과학대학교,기타,N,N,N,Y,N,N
동북아,중국,루둥대학교,국립,Y,N,N,N,N,N
중유럽,루마니아,루마니아-아메리카대학교(RAU),사립,N,N,N,Y,Y,N
서유럽,벨기에,루벤가톨릭대학교,기타,N,N,N,Y,N,N
서유럽,이탈리아,루이스귀도카를리대학교,사립,N,N,N,Y,N,N
동북아,일본,루테란학원대학교,사립,N,N,N,Y,N,N
서유럽,스웨덴,룬드대학교,국립,N,N,N,Y,N,N
중유럽,슬로베니아,류블랴나대학교,국립,Y,Y,Y,Y,Y,Y
동북아,일본,류쓰경제대학교,사립,N,N,N,Y,N,N
동북아,일본,류코쿠대학교,사립,N,N,N,Y,N,N
동북아,일본,류큐대학교,국립,N,N,N,Y,N,N
서유럽,프랑스,르아브르노르망디대학교,국립,N,Y,N,N,N,N
서유럽,라트비아,리가공과대학,국립,N,N,N,Y,N,N
남미,페루,리마대학교,사립,N,N,N,Y,N,N
서유럽,영국,리버풀대학교,국립,N,N,N,Y,N,N
서유럽,포르투갈,리스본대학교,국립,N,N,N,Y,N,N
동북아,일본,리쓰메이칸대학교,사립,Y,Y,Y,N,Y,N
동북아,일본,리쓰메이칸아시아태평양대학교,사립,N,N,N,Y,N,N
서유럽,프랑스,리옹2대학교,,Y,N,N,Y,N,N
서유럽,프랑스,리옹3대학교,국립,Y,Y,N,Y,Y,N
북미,미국,리워드커뮤니티칼리지,국립,Y,N,N,N,N,N
서유럽,영국,리즈대학교,국립,N,N,N,Y,N,N
동북아,중국,린이대학교,국립,Y,N,N,N,N,N
동북아,일본,릿쇼대학교,사립,N,N,N,Y,N,N
동북아,일본,릿쿄대학교,사립,N,N,N,Y,N,N
동북아,중국,링난대학교,국립,Y,N,N,N,N,N
동북아,대만,링동과기대학교,사립,N,N,N,Y,N,N
서남아,인도,마가드대학교,국립,N,N,N,Y,N,N
중동,튀니지,마누바대학교,국립,N,N,N,Y,N,N
서남아,인도,마니푸르대학교,국립,Y,Y,N,N,N,N
서남아,인도,마드라스크리스천칼리지,국립,Y,N,N,Y,N,N
서유럽,스페인,마드리드자치대학교,국립,N,N,N,Y,N,N
서유럽,스페인,마드리드콤플루텐세대학교,국립,Y,N,N,Y,N,N
남미,아르헨티나,마르델플라타국립대학교,국립,N,N,N,Y,N,N
동북아,일본,마쓰모토대학 마츠쇼단기대학부,기타,N,N,N,Y,N,N
동북아,일본,마쓰모토대학교,사립,N,N,N,Y,N,N
동북아,일본,마쓰야마대학교,사립,N,N,N,Y,N,N
동북아,일본,마쓰야마시노노메여자대학교,사립,N,N,N,Y,N,N
북미,미국,마운트홀리요크칼리지,사립,Y,N,N,Y,N,N
동북아,중국,마카오대학교,국립,N,N,N,Y,N,N
아프리카,우간다,마케레레대학교,국립,N,N,N,Y,N,Y
동남아,태국,마하사라캄대학교,국립,Y,N,N,Y,N,N
동남아,미얀마,만달레이외국어대학교,국립,Y,Y,N,N,N,N
서유럽,스페인,말라가대학교,국립,Y,N,N,N,N,N
