지역,국가명,연도,원,달러
국제기구,AIT아시아공과대학,1991,37260000,48975
국제기구,ANC아프리카민족회의,1991,32268000,42413
국제기구,APSDEP아태지역기능개발계획ILO,1991,138244000,181709
국제기구,AfDF아프리카개발기금,1991,146576000,192660
국제기구,CPSC콜롬보플랜기술대학,1991,28468000,37419
국제기구,UNESCAP아시아태평양경제사회위원회,1991,7331000,9636
국제기구,UNESCO유엔교육과학문화기구,1991,146623000,192722
기타,일반,1991,4862821000,6391721
동구 및 CIS,러시아,1991,85965380,112993
동구 및 CIS,루마니아,1991,186167009,244699
동구 및 CIS,몰타,1991,2282362,3000
동구 및 CIS,불가리아,1991,82303806,108181
동구 및 CIS,알바니아,1991,76758548,100892
동구 및 CIS,유고슬라비아,1991,18112677,23807
동구 및 CIS,체코,1991,57334811,75361
동구 및 CIS,터키,1991,7597148,9986
동구 및 CIS,폴란드,1991,28911589,38002
동구 및 CIS,헝가리,1991,22602079,29708
아시아,네팔,1991,208318511,273815
아시아,대만,1991,2626811,3453
아시아,라오스,1991,3741097,4917
아시아,말레이시아,1991,145380449,191089
아시아,몰디브,1991,85007000,111734
아시아,몽골,1991,1129064245,1484049
아시아,미얀마,1991,175959501,231282
아시아,방글라데시,1991,148262030,194876
아시아,베트남,1991,15822354,20797
아시아,부탄,1991,169320934,222556
아시아,스리랑카,1991,301549743,396359
아시아,아프가니스탄,1991,73312000,96362
아시아,인도,1991,19941354,26211
아시아,인도네시아,1991,251648128,330768
아시아,중국,1991,232145182,305133
아시아,캄보디아,1991,21993000,28908
아시아,태국,1991,147865663,194355
아시아,파키스탄,1991,140208511,184291
아시아,필리핀,1991,351887142,462523
아프리카,가나,1991,147944360,194459
아프리카,가봉,1991,41051000,53958
아프리카,감비아,1991,50883000,66881
아프리카,기니비사우,1991,58163000,76450
아프리카,나미비아,1991,112625687,148036
아프리카,나이지리아,1991,37523662,49321
아프리카,니제르,1991,268045000,352320
아프리카,라이베리아,1991,5498517,7227
아프리카,레소토,1991,128798517,169294
아프리카,르완다,1991,96428039,126746
아프리카,리비아,1991,26913441,35375
아프리카,말라위,1991,103766340,136391
아프리카,말리,1991,72557000,95369
아프리카,모로코,1991,73312000,96362
아프리카,모리셔스,1991,63637233,83645
아프리카,모리타니,1991,177163264,232864
아프리카,베냉,1991,61299000,80572
아프리카,보츠와나,1991,56842250,74714
아프리카,부르키나파소,1991,35667000,46881
아프리카,상투메프린시페,1991,27164000,35705
아프리카,세네갈,1991,179648039,236130
아프리카,소말리아,1991,26612000,34979
아프리카,수단,1991,141560494,186068
아프리카,스와질랜드,1991,175491034,230666
아프리카,시에라리온,1991,87512000,115026
아프리카,앙골라,1991,6321039,8308
아프리카,에티오피아,1991,266318837,350051
아프리카,우간다,1991,181391233,238422
아프리카,이집트,1991,46186695,60708
아프리카,잠비아,1991,108048340,142019
아프리카,적도기니,1991,57468233,75537
아프리카,중앙아프리카,1991,201299000,264589
아프리카,지부티,1991,53755000,70656
아프리카,짐바브웨,1991,3741097,4917
아프리카,차드,1991,51318000,67453
아프리카,카메룬,1991,170393193,223966
아프리카,카보베르데,1991,64312000,84532
아프리카,케냐,1991,197955995,260195
아프리카,코모로,1991,43129000,56689
아프리카,코트디부아르,1991,218345069,286994
아프리카,콩고 민주공화국,1991,160362904,210782
아프리카,콩고공화국,1991,108047556,142018
아프리카,튀니지,1991,35129226,46174
오세아니아,바누아투,1991,42905000,56395
오세아니아,사모아,1991,122414000,160902
오세아니아,솔로몬군도,1991,40191000,52827
오세아니아,쿡제도,1991,46278000,60828
오세아니아,키리바시,1991,44374233,58326
오세아니아,통가,1991,48479655,63722
오세아니아,투발루,1991,53443632,70247
오세아니아,파푸아뉴기니,1991,144032122,189317
오세아니아,팔라우,1991,4918632,6465
오세아니아,피지,1991,121395539,159563
중남미,가이아나,1991,102817052,135143
중남미,과테말라,1991,108500194,142613
중남미,그레나다,1991,36086000,47432
중남미,니카라과,1991,333884234,438859
중남미,도미니카공화국,1991,99748315,131110
중남미,도미니카연방,1991,25348097,33318
중남미,멕시코,1991,29063607,38201
중남미,바베이도스,1991,67566463,88810
중남미,바하마,1991,29300000,38512
중남미,베네수엘라,1991,10369669,13630
중남미,벨리즈,1991,65901000,86621
중남미,볼리비아,1991,156784885,206079
중남미,브라질,1991,2366124,3110
중남미,세인트루시아,1991,28736000,37771
중남미,세인트빈센트,1991,27399000,36013
중남미,세인트킷츠네비스,1991,29094000,38241
중남미,수리남,1991,75706340,99509
중남미,아이티,1991,3614837,4751
중남미,안티구아바부다,1991,21653000,28461
중남미,에콰도르,1991,151506432,199141
중남미,엘살바도르,1991,110748584,145569
중남미,온두라스,1991,81833002,107562
중남미,우루과이,1991,61500990,80837
중남미,자메이카,1991,135886671,178610
중남미,칠레,1991,6398163,8410
중남미,코스타리카,1991,157647677,207213
중남미,콜롬비아,1991,141686388,186233
중남미,트리니다드토바고,1991,82252575,108113
중남미,파나마,1991,146657315,192767
중남미,파라과이,1991,163602432,215040
중남미,페루,1991,180019387,236619
중동,바레인,1991,13131707,17260
중동,사우디아라비아,1991,1170315,1538
중동,아랍에미레이트,1991,6717632,8830
중동,예멘,1991,122994381,161665
중동,오만,1991,25601264,33650
중동,요르단,1991,30168340,39653
중동,이란,1991,13246757,17412
국제기구,AIT아시아공과대학,1992,52193000,66201
국제기구,ANC아프리카민족회의,1992,90643000,114971
국제기구,AfDF아프리카개발기금,1992,153706000,194959
국제기구,CPSC콜롬보플랜기술대학,1992,10924000,13856
국제기구,CP콜롬보플랜,1992,5977000,7581
국제기구,IDC국제한발회의,1992,39491000,50090
국제기구,ONCHO,1992,84535000,107223
국제기구,UNECA아프리카경제위원회,1992,39576000,50198
국제기구,UNESCAP아시아태평양경제사회위원회,1992,31384000,39807
기타,일반,1992,8816562000,11182854
동구 및 CIS,라트비아,1992,6032560,7652
동구 및 CIS,러시아,1992,82821977,105051
동구 및 CIS,루마니아,1992,141225345,179129
동구 및 CIS,리투아니아,1992,41543373,52693
동구 및 CIS,벨로루시,1992,2797731,3549
동구 및 CIS,불가리아,1992,129897248,164761
동구 및 CIS,알바니아,1992,62385323,79129
동구 및 CIS,우즈베키스탄,1992,81780948,103730
동구 및 CIS,우크라이나,1992,49577798,62884
동구 및 CIS,유고슬라비아,1992,3695254,4687
동구 및 CIS,체코,1992,77774675,98649
동구 및 CIS,카자흐스탄,1992,59324327,75246
동구 및 CIS,키르기스스탄,1992,7923000,10049
동구 및 CIS,터키,1992,44362398,56269
동구 및 CIS,폴란드,1992,42820206,54313
동구 및 CIS,헝가리,1992,36923460,46833
아시아,네팔,1992,308591990,391416
아시아,대만,1992,3565396,4522
아시아,라오스,1992,4797998,6086
아시아,말레이시아,1992,108033784,137029
아시아,몰디브,1992,36950000,46867
아시아,몽골,1992,285003699,361496
아시아,미얀마,1992,160358608,203398
아시아,방글라데시,1992,180186796,228547
아시아,베트남,1992,248944894,315760
아시아,부탄,1992,181861012,230671
아시아,스리랑카,1992,313636572,397814
아시아,아프가니스탄,1992,157267000,199476
아시아,인도,1992,54481783,69104
아시아,인도네시아,1992,977847839,1240294
아시아,중국,1992,120265803,152544
아시아,태국,1992,400725856,508277
아시아,파키스탄,1992,114103362,144728
아시아,필리핀,1992,542184545,687702
아프리카,가나,1992,139772716,177287
아프리카,가봉,1992,40766949,51708
아프리카,감비아,1992,38722000,49115
아프리카,기니비사우,1992,38561000,48910
아프리카,나미비아,1992,154025702,195365
아프리카,나이지리아,1992,37968475,48159
아프리카,니제르,1992,196747000,249552
아프리카,라이베리아,1992,2397731,3041
아프리카,레소토,1992,108181062,137216
아프리카,르완다,1992,51942000,65883
아프리카,리비아,1992,35540082,45079
아프리카,말라위,1992,88988000,112872
아프리카,말리,1992,76297000,96774
아프리카,모로코,1992,86152339,109275
아프리카,모리셔스,1992,59559760,75545
아프리카,모리타니,1992,249032208,315870
아프리카,모잠비크,1992,76442000,96958
아프리카,베냉,1992,222835203,282642
아프리카,보츠와나,1992,80924829,102644
아프리카,부룬디,1992,154802000,196350
아프리카,부르키나파소,1992,61489000,77992
아프리카,세네갈,1992,108974332,138222
아프리카,소말리아,1992,62846000,79713
아프리카,수단,1992,207716129,263465
아프리카,스와질랜드,1992,115644525,146683
아프리카,시에라리온,1992,77463000,98253
아프리카,알제리,1992,21564220,27352
아프리카,앙골라,1992,131673000,167013
아프리카,에티오피아,1992,356116273,451695
아프리카,우간다,1992,166593337,211306
아프리카,이집트,1992,244533473,310164
아프리카,잠비아,1992,125226939,158837
아프리카,중앙아프리카,1992,154915000,196493
아프리카,지부티,1992,37622000,47719
아프리카,짐바브웨,1992,8381094,10631
아프리카,차드,1992,38737000,49134
아프리카,카메룬,1992,166117339,210702
아프리카,카보베르데,1992,37206000,47192
아프리카,케냐,1992,221466647,280906
아프리카,코모로,1992,34279000,43479
아프리카,코트디부아르,1992,209449265,265664
아프리카,콩고 민주공화국,1992,152506743,193438
아프리카,콩고공화국,1992,109147440,138442
아프리카,탄자니아,1992,279895998,355018
아프리카,토고,1992,51321000,65095
아프리카,튀니지,1992,43509526,55187
오세아니아,마샬군도,1992,29613000,37561
오세아니아,마이크로네시아,1992,29613000,37561
오세아니아,사모아,1992,93292000,118331
오세아니아,솔로몬군도,1992,29676208,37641
오세아니아,쿡제도,1992,53892000,68356
오세아니아,키리바시,1992,29285604,37146
오세아니아,통가,1992,33815208,42891
오세아니아,투발루,1992,11721000,14867
오세아니아,파푸아뉴기니,1992,549967020,697574
오세아니아,팔라우,1992,5267604,6681
오세아니아,피지,1992,180494748,228938
중남미,가이아나,1992,57368000,72765
중남미,과테말라,1992,183580276,232852
중남미,그레나다,1992,20960000,26585
중남미,니카라과,1992,81152827,102934
중남미,도미니카공화국,1992,158262667,200739
중남미,도미니카연방,1992,15187000,19263
중남미,멕시코,1992,50730486,64346
중남미,바베이도스,1992,41356000,52456
중남미,베네수엘라,1992,13665293,17333
중남미,벨리즈,1992,36059000,45737
중남미,볼리비아,1992,123569922,156735
중남미,세인트루시아,1992,23592000,29924
중남미,세인트빈센트,1992,22843000,28974
중남미,세인트킷츠네비스,1992,21863000,27731
중남미,수리남,1992,83591208,106026
중남미,아르헨티나,1992,88008998,111630
중남미,안티구아바부다,1992,15499000,19659
중남미,에콰도르,1992,124748725,158230
중남미,엘살바도르,1992,126233844,160114
중남미,온두라스,1992,82046262,104067
중남미,우루과이,1992,77424000,98204
중남미,자메이카,1992,77239062,97969
중남미,칠레,1992,38646993,49020
중남미,코스타리카,1992,95431387,121044
중남미,콜롬비아,1992,144829257,183700
중남미,트리니다드토바고,1992,91351662,115870
중남미,파나마,1992,112399262,142566
중남미,파라과이,1992,175846993,223043
중남미,페루,1992,169736868,215293
중동,바레인,1992,9930343,12596
중동,사우디아라비아,1992,3526012,4472
중동,시리아,1992,1782705,2261
중동,예멘,1992,87913123,111508
중동,오만,1992,43301000,54923
중동,요르단,1992,33725393,42777
중동,이란,1992,19852540,25181
중동,카타르,1992,9680604,12279
국제기구,AIT아시아공과대학,1993,74918000,92709
국제기구,ANC아프리카민족회의,1993,3031187,3751
국제기구,CPSC콜롬보플랜기술대학,1993,44477000,55039
국제기구,CP콜롬보플랜,1993,56854000,70355
국제기구,MRC메콩강위원회,1993,255654500,316365
국제기구,ONCHO,1993,81090000,100346
국제기구,UNESCAP아시아태평양경제사회위원회,1993,8136000,10068
국제기구,UNESCO유엔교육과학문화기구,1993,162160000,200668
기타,일반,1993,7618481000,9427646
동구 및 CIS,라트비아,1993,3628231,4490
동구 및 CIS,러시아,1993,128312378,158783
동구 및 CIS,루마니아,1993,147257780,182227
동구 및 CIS,리투아니아,1993,39105000,48391
동구 및 CIS,몰도바,1993,11328000,14018
동구 및 CIS,몰타,1993,8158842,10096
동구 및 CIS,벨로루시,1993,6816943,8436
동구 및 CIS,불가리아,1993,110077845,136218
동구 및 CIS,슬로바키아,1993,14883353,18418
동구 및 CIS,알바니아,1993,56045175,69354
동구 및 CIS,에스토니아,1993,16291582,20160
동구 및 CIS,우즈베키스탄,1993,153242932,189634
동구 및 CIS,우크라이나,1993,91167892,112818
동구 및 CIS,유고슬라비아,1993,34634000,42859
동구 및 CIS,체코,1993,9866455,12209
동구 및 CIS,카자흐스탄,1993,131333124,162521
동구 및 CIS,키르기스스탄,1993,3706444,4587
동구 및 CIS,타지키스탄,1993,22426000,27752
동구 및 CIS,터키,1993,6907337,8548
동구 및 CIS,폴란드,1993,60681292,75091
동구 및 CIS,헝가리,1993,48014518,59417
아시아,네팔,1993,1001192900,1238947
아시아,라오스,1993,8569321,10604
아시아,말레이시아,1993,156066102,193127
아시아,몰디브,1993,40496000,50113
아시아,몽골,1993,416142107,514964
아시아,미얀마,1993,234597651,290308
아시아,방글라데시,1993,217225956,268811
아시아,베트남,1993,804253981,995241
아시아,부탄,1993,26003667,32179
아시아,스리랑카,1993,490207637,606618
아시아,아프가니스탄,1993,113224024,140111
아시아,인도,1993,87650996,108466
아시아,인도네시아,1993,923908281,1143309
아시아,중국,1993,433958982,537011
아시아,캄보디아,1993,24183000,29926
아시아,태국,1993,255194157,315795
아시아,파키스탄,1993,61412489,75996
아시아,필리핀,1993,751508223,929969
아프리카,가나,1993,142558881,176412
아프리카,감비아,1993,39482000,48858
아프리카,기니비사우,1993,36460000,45118
아프리카,나미비아,1993,155233060,192096
아프리카,나이지리아,1993,36752668,45480
아프리카,니제르,1993,197645029,244580
아프리카,라이베리아,1993,37367000,46241
아프리카,레소토,1993,100571806,124455
아프리카,르완다,1993,51591734,63843
아프리카,리비아,1993,31229000,38645
아프리카,마다가스카르,1993,86139000,106594
아프리카,말라위,1993,84858249,105010
아프리카,말리,1993,51850000,64163
아프리카,모리셔스,1993,54999129,68060
아프리카,모리타니,1993,172726024,213743
아프리카,모잠비크,1993,107427024,132938
아프리카,베냉,1993,93028138,115120
아프리카,보츠와나,1993,51816000,64121
아프리카,부룬디,1993,47598000,58901
아프리카,부르키나파소,1993,57631487,71317
아프리카,상투메프린시페,1993,15800000,19552
아프리카,세네갈,1993,96140683,118971
아프리카,소말리아,1993,80640000,99790
아프리카,수단,1993,226765668,280616
아프리카,스와질랜드,1993,159183000,196984
아프리카,시에라리온,1993,72554000,89783
아프리카,알제리,1993,82436065,102012
아프리카,앙골라,1993,105540758,130604
아프리카,에리트레아,1993,79409000,98266
아프리카,에티오피아,1993,219917369,272141
아프리카,우간다,1993,150157000,185815
아프리카,이집트,1993,335592722,415286
아프리카,잠비아,1993,96690466,119652
아프리카,중앙아프리카,1993,211850000,262158
아프리카,지부티,1993,33296000,41203
아프리카,차드,1993,39038000,48308
아프리카,카메룬,1993,263992000,326682
아프리카,카보베르데,1993,24552000,30382
아프리카,케냐,1993,208014025,257411
아프리카,코모로,1993,34685000,42922
아프리카,코트디부아르,1993,183395707,226947
아프리카,콩고 민주공화국,1993,140801025,174237
아프리카,콩고공화국,1993,192272024,237931
아프리카,탄자니아,1993,237883134,294373
아프리카,토고,1993,52509000,64978
아프리카,튀니지,1993,69088967,85496
오세아니아,마샬군도,1993,16210000,20059
오세아니아,마이크로네시아,1993,29172000,36099
오세아니아,바누아투,1993,17339000,21457
오세아니아,사모아,1993,121526000,150385
오세아니아,솔로몬군도,1993,21524683,26636
오세아니아,키리바시,1993,21862000,27054
오세아니아,통가,1993,18196331,22517
오세아니아,투발루,1993,25843000,31980
오세아니아,파푸아뉴기니,1993,406476734,503003
오세아니아,팔라우,1993,4424687,5475
오세아니아,피지,1993,193172000,239045
중남미,가이아나,1993,152569000,188800
중남미,과테말라,1993,251010319,310618
중남미,그레나다,1993,17487000,21640
중남미,니카라과,1993,76890000,95149
중남미,도미니카공화국,1993,333927599,413226
중남미,멕시코,1993,10488090,12979
중남미,바베이도스,1993,35036000,43356
중남미,베네수엘라,1993,13746928,17011
중남미,벨리즈,1993,37928000,46935
중남미,볼리비아,1993,115393025,142795
중남미,브라질,1993,7031304,8701
중남미,세인트루시아,1993,18566000,22975
중남미,세인트빈센트,1993,15197000,18806
중남미,세인트킷츠네비스,1993,21881000,27077
중남미,수리남,1993,80064366,99077
중남미,아르헨티나,1993,37524000,46435
중남미,안티구아바부다,1993,16146000,19980
중남미,에콰도르,1993,172353722,213283
중남미,엘살바도르,1993,142172596,175934
중남미,온두라스,1993,141429708,175015
중남미,자메이카,1993,171162173,211808
중남미,칠레,1993,39594150,48997
중남미,코스타리카,1993,80107331,99130
중남미,콜롬비아,1993,144218025,178466
중남미,트리니다드토바고,1993,72153000,89287
중남미,파나마,1993,76382000,94520
중남미,파라과이,1993,198571232,245726
중남미,페루,1993,425469938,526507
중동,바레인,1993,15981346,19776
중동,사우디아라비아,1993,13469426,16668
중동,시리아,1993,9440016,11682
중동,아랍에미레이트,1993,9248711,11445
중동,예멘,1993,60379955,74718
중동,오만,1993,30104683,37254
중동,요르단,1993,33140556,41010
중동,이라크,1993,81030000,100272
중동,이란,1993,68491240,84756
국제기구,AIT아시아공과대학,1994,87187242,108493
국제기구,CPSC콜롬보플랜기술대학,1994,43003935,53513
국제기구,CP콜롬보플랜,1994,399985000,497729
국제기구,MRC메콩강위원회,1994,184773935,229927
국제기구,ONCHO,1994,48194000,59971
국제기구,UNESCO유엔교육과학문화기구,1994,159372000,198318
국제기구,UNHCR유엔난민고등판무관실,1994,24369000,30324
국제기구,UN유엔,1994,161227000,200626
기타,일반,1994,8377305056,10424461
동구 및 CIS,라트비아,1994,10394506,12935
동구 및 CIS,러시아,1994,252059631,313655
동구 및 CIS,루마니아,1994,200422644,249400
동구 및 CIS,리투아니아,1994,49152796,61164
동구 및 CIS,몰도바,1994,26896538,33469
동구 및 CIS,몰타,1994,5558069,6916
동구 및 CIS,벨로루시,1994,23393083,29110
동구 및 CIS,불가리아,1994,119406635,148586
동구 및 CIS,슬로바키아,1994,71526200,89005
동구 및 CIS,슬로베니아,1994,6610726,8226
동구 및 CIS,아르메니아,1994,14297868,17792
동구 및 CIS,아제르바이잔,1994,39683000,49380
동구 및 CIS,알바니아,1994,44223726,55031
동구 및 CIS,에스토니아,1994,25756099,32050
동구 및 CIS,우즈베키스탄,1994,392118915,487941
동구 및 CIS,우크라이나,1994,92695891,115348
동구 및 CIS,조지아,1994,30318726,37728
동구 및 CIS,체코,1994,58736676,73090
동구 및 CIS,카자흐스탄,1994,199021701,247656
동구 및 CIS,크로아티아,1994,8124924,10110
동구 및 CIS,키르기스스탄,1994,65450455,81445
동구 및 CIS,터키,1994,9179357,11423
동구 및 CIS,폴란드,1994,79856282,99371
동구 및 CIS,헝가리,1994,62540247,77823
아시아,네팔,1994,575562102,716212
아시아,대만,1994,4863018,6051
아시아,라오스,1994,1155191,1437
아시아,말레이시아,1994,128725485,160182
아시아,몰디브,1994,58606108,72928
아시아,몽골,1994,421528485,524537
아시아,미얀마,1994,315381704,392451
아시아,방글라데시,1994,266752653,331939
아시아,베트남,1994,1833117221,2281075
아시아,부탄,1994,70838909,88150
아시아,브루나이,1994,14160332,17621
아시아,스리랑카,1994,765948350,953123
아시아,싱가포르,1994,8876504,11046
아시아,인도,1994,46937534,58408
아시아,인도네시아,1994,1256804731,1563929
아시아,중국,1994,1845389927,2296346
아시아,캄보디아,1994,6610726,8226
아시아,태국,1994,357805516,445242
아시아,파키스탄,1994,373348969,464584
아시아,필리핀,1994,609992002,759055
아시아,홍콩,1994,14098756,17544
아프리카,가나,1994,183467525,228301
아프리카,가봉,1994,57095810,71048
아프리카,감비아,1994,43280000,53856
아프리카,기니비사우,1994,83042000,103335
아프리카,나미비아,1994,108395325,134884
아프리카,나이지리아,1994,17779347,22124
아프리카,남아프리카공화국,1994,32993000,41055
아프리카,니제르,1994,177281540,220604
아프리카,레소토,1994,107497749,133767
아프리카,르완다,1994,80742000,100473
아프리카,리비아,1994,38064202,47366
아프리카,마다가스카르,1994,79123000,98458
아프리카,말라위,1994,70394754,87597
아프리카,말리,1994,53180000,66176
아프리카,모로코,1994,139474745,173558
아프리카,모리셔스,1994,27618538,34368
아프리카,모리타니,1994,153227671,190672
아프리카,모잠비크,1994,82894579,103151
아프리카,베냉,1994,314411209,391244
아프리카,부룬디,1994,49448000,61532
아프리카,부르키나파소,1994,56020000,69710
아프리카,상투메프린시페,1994,16160000,20109
아프리카,세네갈,1994,108578823,135112
아프리카,수단,1994,1216641114,1513951
아프리카,스와질랜드,1994,95416688,118734
아프리카,시에라리온,1994,100542296,125112
아프리카,알제리,1994,26385044,32833
아프리카,앙골라,1994,97705892,121582
아프리카,에리트레아,1994,39864000,49606
아프리카,에티오피아,1994,266422954,331529
아프리카,우간다,1994,196762339,244845
아프리카,이집트,1994,165473354,205910
아프리카,잠비아,1994,108761980,135340
아프리카,중앙아프리카,1994,56182000,69911
아프리카,지부티,1994,40111000,49913
아프리카,짐바브웨,1994,17803909,22155
아프리카,차드,1994,38786000,48264
아프리카,카메룬,1994,206296017,256708
아프리카,카보베르데,1994,23927000,29774
아프리카,케냐,1994,258317600,321442
아프리카,코모로,1994,53139000,66125
아프리카,코트디부아르,1994,235539925,293099
아프리카,콩고 민주공화국,1994,131528285,163670
아프리카,콩고공화국,1994,94765829,117924
아프리카,탄자니아,1994,248645518,309407
아프리카,토고,1994,42564726,52966
아프리카,튀니지,1994,222448710,276808
오세아니아,마샬군도,1994,28921029,35988
오세아니아,마이크로네시아,1994,32102000,39947
오세아니아,바누아투,1994,24202000,30116
오세아니아,사모아,1994,98355565,122391
오세아니아,솔로몬군도,1994,23142000,28797
오세아니아,키리바시,1994,24104000,29994
오세아니아,통가,1994,5674749,7061
오세아니아,투발루,1994,15962000,19863
오세아니아,파푸아뉴기니,1994,321529495,400101
오세아니아,피지,1994,254641230,316868
중남미,가이아나,1994,80126000,99706
중남미,과테말라,1994,467153090,581311
중남미,그레나다,1994,42068000,52348
중남미,니카라과,1994,110725000,137783
중남미,도미니카공화국,1994,23226255,28902
중남미,도미니카연방,1994,16148000,20094
중남미,멕시코,1994,3639971,4529
중남미,바베이도스,1994,34240000,42607
중남미,베네수엘라,1994,3361781,4183
중남미,벨리즈,1994,40117000,49920
중남미,볼리비아,1994,106522130,132553
중남미,브라질,1994,13583278,16903
중남미,세인트루시아,1994,24068000,29949
중남미,세인트빈센트,1994,24212000,30129
중남미,세인트킷츠네비스,1994,24182000,30091
중남미,수리남,1994,83818029,104301
중남미,아이티,1994,176128471,219169
중남미,안티구아바부다,1994,16401000,20409
중남미,에콰도르,1994,184626470,229743
중남미,엘살바도르,1994,137042426,170531
중남미,온두라스,1994,78175910,97280
중남미,우루과이,1994,11896512,14804
중남미,자메이카,1994,55284254,68794
중남미,칠레,1994,84404146,105030
중남미,코스타리카,1994,94625938,117750
중남미,콜롬비아,1994,170989745,212774
중남미,트리니다드토바고,1994,108655542,135208
중남미,파나마,1994,102065825,127008
중남미,파라과이,1994,292307164,363738
중남미,페루,1994,246367574,306572
중동,레바논,1994,49079785,61073
중동,바레인,1994,19887770,24748
중동,사우디아라비아,1994,9700979,12072
중동,시리아,1994,19035813,23688
중동,아랍에미레이트,1994,14340257,17845
중동,예멘,1994,80073651,99641
중동,오만,1994,2014294,2507
중동,요르단,1994,272919282,339612
중동,이라크,1994,15653204,19478
중동,이란,1994,39789403,49513
중동,팔레스타인,1994,153546825,191069
국제기구,AIT아시아공과대학,1995,99179134,128622
국제기구,CPSC콜롬보플랜기술대학,1995,34019329,44118
국제기구,FFA남태평양수산청협의회,1995,31087986,40317
국제기구,MRC메콩강위원회,1995,203677888,264143
국제기구,UNDP유엔개발계획,1995,156378686,202802
국제기구,UNECA아프리카경제위원회,1995,154299289,200105
국제기구,UNEP유엔환경계획,1995,11583046,15022
국제기구,UNESCO유엔교육과학문화기구,1995,156338309,202750
국제기구,UNHCR유엔난민고등판무관실,1995,153128367,198587
국제기구,UNIDO유엔공업개발기구,1995,554137,719
국제기구,UN유엔,1995,387923515,503085
기타,일반,1995,10195466704,13222149
동구 및 CIS,라트비아,1995,23526126,30510
동구 및 CIS,러시아,1995,830985825,1077677
동구 및 CIS,루마니아,1995,156845533,203408
동구 및 CIS,리투아니아,1995,112839990,146338
동구 및 CIS,몰도바,1995,16483542,21377
동구 및 CIS,몰타,1995,2246524,2913
동구 및 CIS,벨로루시,1995,49590416,64312
동구 및 CIS,불가리아,1995,126018487,163429
동구 및 CIS,슬로바키아,1995,5692724,7383
동구 및 CIS,아르메니아,1995,13650067,17702
동구 및 CIS,알바니아,1995,45299342,58747
동구 및 CIS,에스토니아,1995,54302197,70423
동구 및 CIS,우즈베키스탄,1995,362083882,469574
동구 및 CIS,우크라이나,1995,107219573,139049
동구 및 CIS,조지아,1995,3075899,3989
동구 및 CIS,체코,1995,57207547,74190
동구 및 CIS,카자흐스탄,1995,545205543,707058
동구 및 CIS,크로아티아,1995,49852248,64652
동구 및 CIS,키르기스스탄,1995,56294044,73006
동구 및 CIS,타지키스탄,1995,40632196,52694
동구 및 CIS,투르크메니스탄,1995,13708875,17779
동구 및 CIS,폴란드,1995,57283196,74289
동구 및 CIS,헝가리,1995,32380571,41993
아시아,네팔,1995,663673772,860696
아시아,라오스,1995,53160653,68942
아시아,말레이시아,1995,68767149,89182
아시아,몰디브,1995,75350529,97719
아시아,몽골,1995,502816605,652085
아시아,미얀마,1995,484936707,628898
아시아,방글라데시,1995,842725305,1092901
아시아,베트남,1995,2546602295,3302601
아시아,부탄,1995,252723118,327748
아시아,스리랑카,1995,855041893,1108874
아시아,아프가니스탄,1995,2962725,3842
아시아,인도,1995,22977911,29799
아시아,인도네시아,1995,949622347,1231532
아시아,중국,1995,3120884313,4047367
아시아,캄보디아,1995,24002866,31128
아시아,태국,1995,499630790,647954
아시아,파키스탄,1995,257131626,333465
아시아,필리핀,1995,704974651,914257
아프리카,가나,1995,213329773,276660
아프리카,가봉,1995,72922867,94571
아프리카,감비아,1995,11579186,15017
아프리카,기니,1995,1618834,2099
아프리카,기니비사우,1995,39353664,51036
아프리카,나미비아,1995,136985540,177652
아프리카,나이지리아,1995,56929642,73830
아프리카,니제르,1995,236718156,306992
아프리카,레소토,1995,157997007,204901
아프리카,르완다,1995,97160482,126004
아프리카,리비아,1995,106338024,137906
아프리카,마다가스카르,1995,82136041,106519
아프리카,말라위,1995,61643474,79943
아프리카,말리,1995,58331699,75648
아프리카,모로코,1995,301497624,391002
아프리카,모리셔스,1995,30590206,39671
아프리카,모리타니,1995,174793815,226684
아프리카,모잠비크,1995,86500995,112180
아프리카,베냉,1995,93837497,121695
아프리카,보츠와나,1995,33928089,44000
아프리카,부룬디,1995,56291917,73003
아프리카,부르키나파소,1995,115989327,150423
아프리카,상투메프린시페,1995,24150681,31320
아프리카,세네갈,1995,154158908,199923
아프리카,세이셸,1995,55856327,72438
아프리카,수단,1995,792724852,1028057
아프리카,스와질랜드,1995,178696762,231746
아프리카,시에라리온,1995,99020732,128417
아프리카,알제리,1995,64711233,83922
아프리카,앙골라,1995,106090014,137584
아프리카,에리트레아,1995,52885653,68586
아프리카,에티오피아,1995,444129161,575976
아프리카,우간다,1995,187140818,242696
아프리카,이집트,1995,275251127,356964
아프리카,잠비아,1995,154384160,200215
아프리카,적도기니,1995,24123239,31285
아프리카,중앙아프리카,1995,49267748,63894
아프리카,지부티,1995,23820008,30891
아프리카,짐바브웨,1995,39270241,50928
아프리카,차드,1995,43500457,56414
아프리카,카메룬,1995,225549339,292507
아프리카,카보베르데,1995,23239794,30139
아프리카,케냐,1995,321428820,416850
아프리카,코모로,1995,45383279,58856
아프리카,코트디부아르,1995,336071773,435840
아프리카,콩고 민주공화국,1995,120099382,155753
아프리카,콩고공화국,1995,88396607,114639
아프리카,탄자니아,1995,317681961,411991
아프리카,토고,1995,57513305,74587
아프리카,튀니지,1995,197919318,256675
오세아니아,마샬군도,1995,24435976,31690
