지역,국가명,연도,원,달러
중남미,칠레,1998,49867681,35648
중남미,코스타리카,1998,119109101,85146
중남미,콜롬비아,1998,60587440,43311
중남미,트리니다드토바고,1998,82281105,58819
중남미,파나마,1998,5884017,4206
중남미,파라과이,1998,857755300,613173
중남미,페루,1998,1359549815,971885
중동,레바논,1998,102598675,73343
중동,바레인,1998,26616132,19027
중동,사우디아라비아,1998,12456158,8904
중동,시리아,1998,98978651,70756
중동,예멘,1998,209864791,150023
중동,오만,1998,13261807,9480
중동,요르단,1998,76835587,54927
중동,이라크,1998,31694683,22657
중동,이란,1998,76518608,54700
중동,카타르,1998,24374204,17424
중동,팔레스타인,1998,3366736772,2406737
국제기구,ADB아시아개발은행,1999,25322344,21289
국제기구,AIT아시아공과대학,1999,101065865,84966
국제기구,CP콜롬보플랜,1999,7532507,6333
국제기구,MRC메콩강위원회,1999,386324902,324785
국제기구,OAS미주기구,1999,52729460,44330
국제기구,SPC,1999,36915706,31035
국제기구,SPF,1999,121164474,101863
국제기구,UNDP유엔개발계획,1999,118170940,99347
국제기구,UNESCO유엔교육과학문화기구,1999,58582501,49251
국제기구,UNIDO유엔공업개발기구,1999,46800000,39345
국제기구,UNIDROIT사법통일국제연구소,1999,12234048,10285
국제기구,WHO세계보건기구,1999,198047702,166499
기타,일반,1999,9161326157,7701959
동구 및 CIS,라트비아,1999,14195656,11934
동구 및 CIS,러시아,1999,201905661,169743
동구 및 CIS,루마니아,1999,174547275,146743
동구 및 CIS,리투아니아,1999,15216481,12793
동구 및 CIS,몰도바,1999,16324543,13724
동구 및 CIS,벨로루시,1999,25112435,21112
동구 및 CIS,보스니아헤르체고비나,1999,667571411,561230
동구 및 CIS,불가리아,1999,65941826,55438
동구 및 CIS,슬로바키아,1999,14270145,11997
동구 및 CIS,아르메니아,1999,17291960,14537
동구 및 CIS,아제르바이잔,1999,43836344,36853
동구 및 CIS,알바니아,1999,12750582,10719
동구 및 CIS,에스토니아,1999,8978630,7548
동구 및 CIS,우즈베키스탄,1999,701473739,589731
동구 및 CIS,우크라이나,1999,129142526,108571
동구 및 CIS,조지아,1999,13455666,11312
동구 및 CIS,카자흐스탄,1999,1231884487,1035650
동구 및 CIS,크로아티아,1999,6324422,5317
동구 및 CIS,키르기스스탄,1999,36033530,30294
동구 및 CIS,타지키스탄,1999,30909984,25986
동구 및 CIS,터키,1999,151717889,127550
동구 및 CIS,투르크메니스탄,1999,3571271,3002
동구 및 CIS,폴란드,1999,11368266,9557
동구 및 CIS,헝가리,1999,2553511,2147
아시아,네팔,1999,701790720,589998
아시아,대만,1999,108670729,91360
아시아,라오스,1999,352851441,296643
아시아,말레이시아,1999,122466616,102958
아시아,몰디브,1999,16227311,13642
아시아,몽골,1999,968437315,814169
아시아,미얀마,1999,554201908,465919
아시아,방글라데시,1999,611912771,514437
아시아,베트남,1999,7366968647,6193436
아시아,부탄,1999,287115798,241379
아시아,브루나이,1999,19332045,16253
아시아,스리랑카,1999,1278357841,1074720
아시아,싱가포르,1999,5301844,4457
아시아,인도,1999,86946413,73096
아시아,인도네시아,1999,2263448433,1902889
아시아,중국,1999,6053422754,5089134
아시아,캄보디아,1999,352935636,296714
아시아,태국,1999,450255349,378531
아시아,파키스탄,1999,399047530,335481
아시아,필리핀,1999,641590709,539388
아시아,홍콩,1999,10588688,8902
아프리카,가나,1999,162457578,136579
아프리카,가봉,1999,26468330,22252
아프리카,감비아,1999,89207873,74997
아프리카,기니,1999,13216930,11112
아프리카,나미비아,1999,3081858,2591
아프리카,나이지리아,1999,51974264,43695
아프리카,남아프리카공화국,1999,99086947,83303
아프리카,니제르,1999,11541948,9703
아프리카,레소토,1999,39646757,33331
아프리카,리비아,1999,84503900,71043
아프리카,말리,1999,10838398,9112
아프리카,모로코,1999,40898985,34384
아프리카,모리셔스,1999,3081858,2591
아프리카,모리타니,1999,119641846,100583
아프리카,모잠비크,1999,15331858,12890
아프리카,보츠와나,1999,3081858,2591
아프리카,부르키나파소,1999,4662477,3920
아프리카,세네갈,1999,95210562,80044
아프리카,스와질랜드,1999,3828455,3219
아프리카,시에라리온,1999,3250439,2733
아프리카,에리트레아,1999,39426536,33146
아프리카,에티오피아,1999,750316521,630794
아프리카,우간다,1999,103612298,87107
아프리카,이집트,1999,699375094,587967
아프리카,잠비아,1999,3081858,2591
아프리카,짐바브웨,1999,15458292,12996
아프리카,차드,1999,111512914,93749
아프리카,카메룬,1999,274390015,230681
아프리카,케냐,1999,151206961,127120
아프리카,코트디부아르,1999,273408265,229855
아프리카,콩고 민주공화국,1999,38427595,32306
아프리카,콩고공화국,1999,4521077,3801
아프리카,탄자니아,1999,232923734,195820
아프리카,튀니지,1999,264955553,222749
오세아니아,바누아투,1999,22094707,18575
오세아니아,사모아,1999,90073301,75725
오세아니아,키리바시,1999,6758210,5682
오세아니아,통가,1999,11676922,9817
오세아니아,투발루,1999,11950000,10046
오세아니아,파푸아뉴기니,1999,158593794,133330
오세아니아,팔라우,1999,78494803,65991
오세아니아,피지,1999,418894313,352166
중남미,가이아나,1999,7436796,6252
중남미,과테말라,1999,113520715,95437
중남미,그레나다,1999,38530856,32393
중남미,니카라과,1999,54160913,45533
중남미,도미니카공화국,1999,230715259,193963
중남미,도미니카연방,1999,8642708,7266
중남미,멕시코,1999,67909055,57091
중남미,바베이도스,1999,5482960,4610
중남미,바하마,1999,1840135,1547
중남미,베네수엘라,1999,60475368,50842
중남미,벨리즈,1999,52575528,44200
중남미,볼리비아,1999,85045059,71498
중남미,브라질,1999,15157808,12743
중남미,세인트루시아,1999,28730359,24154
중남미,세인트킷츠네비스,1999,8695133,7310
중남미,수리남,1999,24978069,20999
중남미,아르헨티나,1999,9365775,7874
중남미,아이티,1999,43769056,36797
중남미,안티구아바부다,1999,27901178,23457
중남미,에콰도르,1999,98076344,82453
중남미,엘살바도르,1999,57230834,48114
중남미,온두라스,1999,297619756,250210
중남미,우루과이,1999,88149945,74108
중남미,자메이카,1999,161072795,135414
중남미,칠레,1999,35478133,29827
중남미,코스타리카,1999,375272281,315493
중남미,콜롬비아,1999,72390285,60859
중남미,쿠바,1999,4908144,4126
중남미,트리니다드토바고,1999,3321429,2792
중남미,파나마,1999,49256344,41410
중남미,파라과이,1999,319234688,268382
중남미,페루,1999,573267784,481948
중동,레바논,1999,54837023,46102
중동,바레인,1999,9061518,7618
중동,사우디아라비아,1999,31906291,26824
중동,시리아,1999,35583719,29915
중동,예멘,1999,192750207,162046
중동,오만,1999,7529594,6330
중동,이라크,1999,25628168,21546
중동,이란,1999,106602196,89621
중동,팔레스타인,1999,415680681,349464
국제기구,AIT아시아공과대학,2000,33840414,29931
국제기구,CSF체르노빌석관기금,2000,114874832,101605
국제기구,MRC메콩강위원회,2000,65456905,57896
국제기구,OAS미주기구,2000,59912076,52991
국제기구,OAU아프리카통일기구,2000,22510622,19910
국제기구,SPC,2000,56579388,50044
국제기구,SPF,2000,113158776,100087
국제기구,UNAIDS유엔에이즈,2000,123051336,108837
국제기구,UNIDO유엔공업개발기구,2000,44407501,39278
국제기구,UNIDROIT사법통일국제연구소,2000,11366350,10053
국제기구,WHO세계보건기구,2000,423966869,374993
기타,일반,2000,8921934044,7891327
동구 및 CIS,라트비아,2000,5532850,4894
동구 및 CIS,러시아,2000,125428466,110940
동구 및 CIS,루마니아,2000,214358096,189597
동구 및 CIS,리투아니아,2000,54345979,48068
동구 및 CIS,몰도바,2000,40931834,36204
동구 및 CIS,벨로루시,2000,30104113,26627
동구 및 CIS,보스니아헤르체고비나,2000,490069800,433460
동구 및 CIS,불가리아,2000,141653755,125291
동구 및 CIS,세르비아몬테네그로,2000,605666954,535704
동구 및 CIS,슬로바키아,2000,22038226,19493
동구 및 CIS,슬로베니아,2000,6092403,5389
동구 및 CIS,아르메니아,2000,32636481,28867
동구 및 CIS,아제르바이잔,2000,27132824,23999
동구 및 CIS,알바니아,2000,9999160,8844
동구 및 CIS,에스토니아,2000,16806587,14865
동구 및 CIS,우즈베키스탄,2000,748359842,661914
동구 및 CIS,우크라이나,2000,149413935,132155
동구 및 CIS,조지아,2000,19325037,17093
동구 및 CIS,체코,2000,4694696,4152
동구 및 CIS,카자흐스탄,2000,1349262987,1193404
동구 및 CIS,크로아티아,2000,4074963,3604
동구 및 CIS,키르기스스탄,2000,50405076,44583
동구 및 CIS,타지키스탄,2000,10455553,9248
동구 및 CIS,투르크메니스탄,2000,16103591,14243
동구 및 CIS,헝가리,2000,4157896,3678
아시아,네팔,2000,1290543780,1141468
아시아,대만,2000,4451052,3937
아시아,라오스,2000,710936144,628813
아시아,말레이시아,2000,292943419,259104
아시아,몰디브,2000,2529202,2237
아시아,몽골,2000,1904229949,1684265
아시아,미얀마,2000,825545370,730183
아시아,방글라데시,2000,674969455,597001
아시아,베트남,2000,5499120589,4863896
아시아,부탄,2000,152992985,135320
아시아,브루나이,2000,56049734,49575
아시아,스리랑카,2000,840035793,743000
아시아,인도,2000,82600323,73059
아시아,인도네시아,2000,2243333644,1984197
아시아,중국,2000,6673666731,5902766
아시아,캄보디아,2000,738332007,653044
아시아,태국,2000,736439146,651370
아시아,파키스탄,2000,385306168,340798
아시아,필리핀,2000,2513813458,2223433
아프리카,가나,2000,172023423,152152
아프리카,가봉,2000,65745278,58151
아프리카,감비아,2000,22031916,19487
아프리카,나이지리아,2000,31677271,28018
아프리카,남아프리카공화국,2000,2124176623,1878805
아프리카,르완다,2000,35224137,31155
아프리카,리비아,2000,109046838,96450
아프리카,마다가스카르,2000,30387869,26878
아프리카,말라위,2000,22097915,19545
아프리카,말리,2000,22152649,19594
아프리카,모로코,2000,44074259,38983
아프리카,모리셔스,2000,3300346,2919
아프리카,모리타니,2000,60856927,53827
아프리카,모잠비크,2000,60918233,53881
아프리카,베냉,2000,11396633,10080
아프리카,보츠와나,2000,11310000,10004
아프리카,부룬디,2000,36340017,32142
아프리카,부르키나파소,2000,16584170,14668
아프리카,세네갈,2000,72611075,64223
아프리카,세이셸,2000,33422721,29562
아프리카,수단,2000,39126664,34607
아프리카,스와질랜드,2000,8228498,7278
아프리카,시에라리온,2000,23661802,20929
아프리카,알제리,2000,30683400,27139
아프리카,앙골라,2000,11663126,10316
아프리카,에리트레아,2000,43302610,38301
아프리카,에티오피아,2000,547865680,484580
아프리카,우간다,2000,171608471,151785
아프리카,이집트,2000,585494779,517862
아프리카,잠비아,2000,19154471,16942
아프리카,적도기니,2000,23306348,20614
아프리카,지부티,2000,57704017,51038
아프리카,짐바브웨,2000,59112871,52285
아프리카,차드,2000,244066559,215873
아프리카,카메룬,2000,219916347,194513
아프리카,카보베르데,2000,25098838,22200
아프리카,케냐,2000,171778644,151936
아프리카,코트디부아르,2000,4129021,3652
아프리카,콩고 민주공화국,2000,9179269,8119
아프리카,콩고공화국,2000,28053386,24813
아프리카,탄자니아,2000,291432067,257768
아프리카,토고,2000,34809635,30789
아프리카,튀니지,2000,157419877,139236
오세아니아,사모아,2000,78945371,69826
오세아니아,통가,2000,16289269,14408
오세아니아,파푸아뉴기니,2000,97575839,86304
오세아니아,팔라우,2000,87211687,77138
오세아니아,피지,2000,258537377,228673
중남미,가이아나,2000,6395125,5656
중남미,과테말라,2000,194300354,171856
중남미,그레나다,2000,27175106,24036
중남미,니카라과,2000,250047419,221163
중남미,도미니카공화국,2000,39640411,35061
중남미,멕시코,2000,5090584,4503
중남미,바베이도스,2000,4002725,3540
중남미,바하마,2000,10176574,9001
중남미,베네수엘라,2000,70748633,62576
중남미,벨리즈,2000,63574752,56231
중남미,볼리비아,2000,149125514,131899
중남미,세인트루시아,2000,5414921,4789
중남미,세인트빈센트,2000,3137281,2775
중남미,세인트킷츠네비스,2000,51421478,45482
중남미,수리남,2000,57171603,50567
중남미,아르헨티나,2000,5230557,4626
중남미,아이티,2000,1826253,1615
중남미,에콰도르,2000,123395206,109141
중남미,엘살바도르,2000,121078361,107092
중남미,온두라스,2000,77612054,68647
중남미,우루과이,2000,57048444,50459
중남미,자메이카,2000,88433299,78218
중남미,칠레,2000,36678085,32441
중남미,코스타리카,2000,274220442,242544
중남미,콜롬비아,2000,78222187,69186
중남미,트리니다드토바고,2000,7615821,6736
중남미,파나마,2000,143616345,127027
중남미,파라과이,2000,306389723,270997
중남미,페루,2000,2037603531,1802232
중동,레바논,2000,72336327,63980
중동,바레인,2000,4595688,4065
중동,사우디아라비아,2000,17461349,15444
중동,시리아,2000,66256093,58603
중동,아랍에미레이트,2000,6842479,6052
중동,예멘,2000,77582478,68621
중동,오만,2000,52219945,46188
중동,요르단,2000,58659478,51883
중동,이라크,2000,21574692,19083
중동,이란,2000,59383144,52524
중동,카타르,2000,7230992,6396
중동,팔레스타인,2000,406488732,359534
국제기구,AIT아시아공과대학,2001,143345721,111049
국제기구,CP콜롬보플랜,2001,272115212,210806
국제기구,CSF체르노빌석관기금,2001,133534282,103448
국제기구,MRC메콩강위원회,2001,33071072,25620
국제기구,OAS미주기구,2001,53367757,41344
국제기구,PIF태평양제도포럼,2001,134543612,104230
국제기구,SOPAC남태평양광물자원공동탐사조정위,2001,1119351,867
국제기구,UNAIDS유엔에이즈,2001,9281127,7190
국제기구,UNDP유엔개발계획,2001,200100000,155017
국제기구,UNHCR유엔난민고등판무관실,2001,2620000000,2029702
국제기구,UNICEF유엔아동기금,2001,1318393562,1021353
국제기구,UNIDROIT사법통일국제연구소,2001,13070870,10126
국제기구,UNOCHA 유엔인도지원조정국,2001,390900000,302828
국제기구,WFP세계식량계획,2001,1303000000,1009428
국제기구,WHO세계보건기구,2001,260600000,201886
기타,일반,2001,11980803238,9281473
동구 및 CIS,라트비아,2001,6862317,5316
동구 및 CIS,러시아,2001,222916441,172692
동구 및 CIS,루마니아,2001,249630342,193387
동구 및 CIS,리투아니아,2001,10578358,8195
동구 및 CIS,몰도바,2001,16313430,12638
동구 및 CIS,벨로루시,2001,34574711,26785
동구 및 CIS,보스니아헤르체고비나,2001,454920163,352425
동구 및 CIS,불가리아,2001,518588124,401747
동구 및 CIS,세르비아몬테네그로,2001,537823828,416650
동구 및 CIS,슬로바키아,2001,16325234,12647
동구 및 CIS,아르메니아,2001,20750011,16075
동구 및 CIS,아제르바이잔,2001,25142067,19477
동구 및 CIS,알바니아,2001,7683634,5952
동구 및 CIS,에스토니아,2001,16007552,12401
동구 및 CIS,우즈베키스탄,2001,3001600180,2325326
동구 및 CIS,우크라이나,2001,340647872,263898
동구 및 CIS,유고슬라비아,2001,89991209,69716
동구 및 CIS,조지아,2001,6733508,5216
동구 및 CIS,카자흐스탄,2001,1138133558,881707
동구 및 CIS,크로아티아,2001,13873268,10748
동구 및 CIS,키르기스스탄,2001,83558615,64732
동구 및 CIS,타지키스탄,2001,720053747,557822
동구 및 CIS,터키,2001,10626794,8233
동구 및 CIS,폴란드,2001,19477873,15089
아시아,네팔,2001,1472080977,1140414
아시아,동티모르,2001,385089967,298327
아시아,라오스,2001,878277744,680398
아시아,말레이시아,2001,164851151,127709
아시아,몰디브,2001,50706007,39282
아시아,몽골,2001,2747089356,2128157
아시아,미얀마,2001,840586057,651198
아시아,방글라데시,2001,1026493704,795220
아시아,베트남,2001,6214194443,4814108
아시아,부탄,2001,180273216,139657
아시아,브루나이,2001,12569066,9737
아시아,스리랑카,2001,1360643085,1054084
아시아,인도,2001,190072427,147248
아시아,인도네시아,2001,2502789027,1938899
아시아,중국,2001,2158349201,1672063
아시아,캄보디아,2001,1363197073,1056062
아시아,태국,2001,773191784,598988
아시아,파키스탄,2001,5578748070,4321830
아시아,필리핀,2001,3922025540,3038375
아프리카,가나,2001,249982379,193660
아프리카,가봉,2001,65921581,51069
아프리카,감비아,2001,8394932,6504
아프리카,기니비사우,2001,54948837,42569
아프리카,나미비아,2001,9042626,7005
아프리카,나이지리아,2001,128888509,99849
아프리카,남아프리카공화국,2001,661363621,512355
아프리카,니제르,2001,41521855,32167
아프리카,르완다,2001,29705320,23013
아프리카,리비아,2001,654951015,507388
아프리카,마다가스카르,2001,52396948,40592
아프리카,말라위,2001,28287304,21914
아프리카,말리,2001,145188401,112477
아프리카,모로코,2001,121114991,93827
아프리카,모리타니,2001,92157400,71394
아프리카,모잠비크,2001,81789515,63362
아프리카,베냉,2001,37275509,28877
아프리카,보츠와나,2001,13981403,10831
아프리카,부룬디,2001,33445534,25910
아프리카,부르키나파소,2001,71278092,55219
아프리카,상투메프린시페,2001,8356255,6474
아프리카,세네갈,2001,183745301,142347
아프리카,세이셸,2001,20869283,16167
아프리카,수단,2001,100915024,78178
아프리카,스와질랜드,2001,4388697,3400
아프리카,시에라리온,2001,43428582,33644
아프리카,알제리,2001,96650790,74875
아프리카,앙골라,2001,271197017,210095
아프리카,에티오피아,2001,670093191,519118
아프리카,우간다,2001,186402868,144405
아프리카,이집트,2001,649301699,503011
아프리카,잠비아,2001,63293463,49033
아프리카,짐바브웨,2001,62297871,48262
아프리카,차드,2001,42572404,32981
아프리카,카메룬,2001,295237726,228719
아프리카,카보베르데,2001,318080,246
아프리카,케냐,2001,152344682,118021
아프리카,콩고 민주공화국,2001,42258592,32738
아프리카,콩고공화국,2001,5112158,3960
아프리카,탄자니아,2001,311878616,241611
아프리카,토고,2001,22785318,17652
아프리카,튀니지,2001,134827207,104450
오세아니아,나우루,2001,39696926,30753
오세아니아,마샬군도,2001,18172466,14078
오세아니아,바누아투,2001,52686995,40816
오세아니아,사모아,2001,78394130,60732
오세아니아,솔로몬군도,2001,38626060,29923
오세아니아,키리바시,2001,41281573,31981
오세아니아,통가,2001,14538590,11263
오세아니아,투발루,2001,21385158,16567
오세아니아,파푸아뉴기니,2001,200374950,155230
오세아니아,팔라우,2001,98161746,76045
오세아니아,피지,2001,224774175,174132
중남미,가이아나,2001,33235478,25747
중남미,과테말라,2001,272623063,211200
중남미,그레나다,2001,188744,146
중남미,니카라과,2001,54868765,42507
중남미,도미니카공화국,2001,122863927,95182
중남미,도미니카연방,2001,51318655,39756
중남미,멕시코,2001,3412231,2643
중남미,바베이도스,2001,6659493,5159
중남미,바하마,2001,1902391,1474
중남미,베네수엘라,2001,45932232,35583
중남미,벨리즈,2001,66273003,51341
중남미,볼리비아,2001,672181251,520736
중남미,브라질,2001,12446082,9642
중남미,세인트킷츠네비스,2001,9280511,7190
중남미,수리남,2001,1729905,1340
중남미,아르헨티나,2001,5152803,3992
중남미,아이티,2001,50487789,39113
중남미,안티구아바부다,2001,9696232,7512
중남미,에콰도르,2001,95795840,74213
중남미,엘살바도르,2001,289330958,224143
중남미,온두라스,2001,113534159,87954
중남미,우루과이,2001,26447972,20489
중남미,자메이카,2001,44474528,34454
중남미,칠레,2001,26205376,20301
중남미,코스타리카,2001,272401249,211028
중남미,콜롬비아,2001,149692226,115966
중남미,쿠바,2001,4250065,3293
중남미,트리니다드토바고,2001,19863133,15388
중남미,파나마,2001,38751606,30021
중남미,파라과이,2001,534651710,414192
중남미,페루,2001,963022870,746049
중동,레바논,2001,98654420,76427
중동,바레인,2001,51567716,39949
중동,사우디아라비아,2001,9673081,7494
중동,시리아,2001,52051127,40324
중동,예멘,2001,122927436,95231
중동,오만,2001,58931617,45654
중동,요르단,2001,157158894,121750
중동,이라크,2001,41949511,32498
중동,이란,2001,64147037,49694
중동,카타르,2001,5934931,4598
중동,팔레스타인,2001,27330027,21172
국제기구,AIT아시아공과대학,2002,167076512,133529
국제기구,OAS미주기구,2002,62844616,50226
국제기구,OAU아프리카통일기구,2002,123100000,98382
국제기구,PC태평양협력체,2002,60650000,48472
국제기구,PIF태평양제도포럼,2002,120000000,95905
국제기구,UNESCAP아시아태평양경제사회위원회,2002,54204002,43320
국제기구,UNICEF유엔아동기금,2002,37080000,29635
국제기구,UNIDROIT사법통일국제연구소,2002,11810000,9439
기타,일반,2002,11360651014,9079514
동구 및 CIS,라트비아,2002,22826392,18243
동구 및 CIS,러시아,2002,91778923,73350
동구 및 CIS,루마니아,2002,360803177,288356
동구 및 CIS,리투아니아,2002,30313982,24227
동구 및 CIS,몰도바,2002,47140364,37675
동구 및 CIS,벨로루시,2002,74865040,59833
동구 및 CIS,보스니아헤르체고비나,2002,18854460,15069
동구 및 CIS,불가리아,2002,369816735,295560
동구 및 CIS,슬로바키아,2002,234705218,187578
동구 및 CIS,슬로베니아,2002,6540216,5227
동구 및 CIS,아르메니아,2002,29743854,23772
동구 및 CIS,아제르바이잔,2002,25147087,20098
동구 및 CIS,알바니아,2002,25023368,19999
동구 및 CIS,에스토니아,2002,3184821,2545
동구 및 CIS,우즈베키스탄,2002,1403580521,1121752
동구 및 CIS,우크라이나,2002,549192537,438919
동구 및 CIS,유고슬라비아,2002,642106364,513176
동구 및 CIS,조지아,2002,55993091,44750
동구 및 CIS,체코,2002,60150000,48072
동구 및 CIS,카자흐스탄,2002,1565535406,1251187
동구 및 CIS,크로아티아,2002,24087184,19251
동구 및 CIS,키르기스스탄,2002,266334863,212857
동구 및 CIS,타지키스탄,2002,109721537,87690
동구 및 CIS,폴란드,2002,15579980,12452
아시아,네팔,2002,2049991266,1638368
아시아,대만,2002,3248163,2596
아시아,동티모르,2002,1688443587,1349416
아시아,라오스,2002,1775499978,1418992
아시아,말레이시아,2002,107349880,85795
아시아,몰디브,2002,37389450,29882
아시아,몽골,2002,1096957171,876696
아시아,미얀마,2002,1969953961,1574401
아시아,방글라데시,2002,1540004228,1230782
아시아,베트남,2002,5887902015,4705654
아시아,부탄,2002,191851413,153329
아시아,브루나이,2002,21361321,17072
아시아,스리랑카,2002,1419523806,1134494
아시아,아프가니스탄,2002,5977461590,4777230
아시아,인도,2002,16240815,12980
아시아,인도네시아,2002,3465477970,2769635
아시아,중국,2002,2999242314,2397016
아시아,캄보디아,2002,2208254628,1764853
아시아,태국,2002,1016121921,812092
아시아,파키스탄,2002,331207813,264704
아시아,필리핀,2002,2266130449,1811108
아프리카,가나,2002,287353535,229655
아프리카,가봉,2002,88635837,70838
아프리카,감비아,2002,103484690,82706
아프리카,기니비사우,2002,36256896,28977
아프리카,나미비아,2002,308862254,246845
아프리카,나이지리아,2002,275269238,219997
아프리카,남아프리카공화국,2002,44186426,35314
아프리카,니제르,2002,23280138,18606
아프리카,르완다,2002,101680923,81264
아프리카,리비아,2002,1707980544,1365030
아프리카,마다가스카르,2002,181702687,145218
아프리카,말라위,2002,83613603,66825
아프리카,말리,2002,10738393,8582
아프리카,모로코,2002,560455370,447920
아프리카,모리셔스,2002,6496326,5192
아프리카,모리타니,2002,252793831,202035
아프리카,모잠비크,2002,55843046,44630
아프리카,베냉,2002,76182831,60886
아프리카,부룬디,2002,37447853,29929
아프리카,부르키나파소,2002,7868913,6289
아프리카,상투메프린시페,2002,5623953,4495
아프리카,세네갈,2002,270936771,216535
아프리카,세이셸,2002,98529065,78745
아프리카,수단,2002,180711049,144426
아프리카,스와질랜드,2002,35653376,28494
아프리카,시에라리온,2002,38627763,30872
아프리카,알제리,2002,332824433,265996
아프리카,앙골라,2002,4701754,3758
아프리카,에리트레아,2002,98745252,78918
아프리카,에티오피아,2002,998199980,797769
아프리카,우간다,2002,346071872,276583
아프리카,이집트,2002,2317640179,1852275
아프리카,잠비아,2002,108709321,86881
아프리카,중앙아프리카,2002,66397337,53065
아프리카,지부티,2002,53606101,42842
아프리카,짐바브웨,2002,251375748,200901
아프리카,카메룬,2002,370920873,296443
아프리카,카보베르데,2002,45339698,36236
아프리카,케냐,2002,246836516,197274
아프리카,코트디부아르,2002,15662065,12517
아프리카,콩고 민주공화국,2002,39630000,31673
아프리카,콩고공화국,2002,75067307,59994
아프리카,탄자니아,2002,695960683,556217
아프리카,토고,2002,194442704,155400
아프리카,튀니지,2002,333243892,266331
오세아니아,나우루,2002,141506932,113093
오세아니아,마이크로네시아,2002,11880000,9495
오세아니아,사모아,2002,111848036,89390
오세아니아,키리바시,2002,39162990,31299
오세아니아,통가,2002,36330201,29035
오세아니아,파푸아뉴기니,2002,136449645,109052
오세아니아,팔라우,2002,126442572,101054
오세아니아,피지,2002,312874680,250052
중남미,가이아나,2002,118686536,94855
중남미,과테말라,2002,316065743,252602
중남미,그레나다,2002,150016436,119894
중남미,니카라과,2002,702653398,561566
중남미,도미니카공화국,2002,98156509,78447
중남미,도미니카연방,2002,348058264,278171
중남미,멕시코,2002,7555301,6038
중남미,바베이도스,2002,108203337,86477
중남미,바하마,2002,134709565,107661
중남미,베네수엘라,2002,154546001,123514
중남미,벨리즈,2002,448312908,358295
중남미,볼리비아,2002,251952566,201362
중남미,브라질,2002,10066306,8045
중남미,세인트루시아,2002,241821605,193266
중남미,세인트빈센트,2002,189012650,151060
중남미,세인트킷츠네비스,2002,211310953,168881
중남미,수리남,2002,4359684,3484
중남미,아르헨티나,2002,46220580,36940
중남미,아이티,2002,280612686,224268
중남미,안티구아바부다,2002,120681439,96449
중남미,에콰도르,2002,666937799,533021
중남미,엘살바도르,2002,782313830,625231
중남미,온두라스,2002,129335450,103366
중남미,우루과이,2002,277867486,222074
중남미,자메이카,2002,79979920,63921
중남미,칠레,2002,8918032,7127
중남미,코스타리카,2002,483911600,386746
중남미,콜롬비아,2002,455301560,363880
중남미,트리니다드토바고,2002,200806844,160486
중남미,파나마,2002,629023171,502720
중남미,파라과이,2002,695279265,555672
중남미,페루,2002,1201105931,959932
중동,레바논,2002,110474301,88292
중동,사우디아라비아,2002,180360379,144145
중동,시리아,2002,63372946,50648
중동,아랍에미레이트,2002,4230988,3381
중동,예멘,2002,215053892,171873
중동,오만,2002,84072545,67191
중동,요르단,2002,72029897,57567
중동,이라크,2002,17420688,13923
중동,이란,2002,277482594,221766
중동,이스라엘,2002,20185794,16133
중동,카타르,2002,7505684,5999
중동,팔레스타인,2002,566306258,452596
국제기구,AIT아시아공과대학,2003,120832023,101379
국제기구,AU아프리카 연합,2003,119929210,100621
국제기구,CP콜롬보플랜,2003,120532374,101127
국제기구,EAC동아프리카 공동체,2003,46425571,38951
국제기구,OAS미주기구,2003,118735948,99620
국제기구,PC태평양협력체,2003,59813814,50184
국제기구,PIF태평양제도포럼,2003,121135539,101633
국제기구,UNESCAP아시아태평양경제사회위원회,2003,352226819,295520
국제기구,UNIDO유엔공업개발기구,2003,24126649,20242
국제기구,WFP세계식량계획,2003,120500000,101100
기타,일반,2003,13025262088,10928242
동구 및 CIS,라트비아,2003,50913134,42716
동구 및 CIS,러시아,2003,192925272,161865
동구 및 CIS,루마니아,2003,396801522,332918
동구 및 CIS,리투아니아,2003,17790467,14926
동구 및 CIS,몰도바,2003,70951713,59529
동구 및 CIS,벨로루시,2003,27688439,23231
동구 및 CIS,보스니아헤르체고비나,2003,63072226,52918
동구 및 CIS,불가리아,2003,144565780,121291
동구 및 CIS,세르비아몬테네그로,2003,604375865,507074
동구 및 CIS,슬로바키아,2003,56205970,47157
동구 및 CIS,아르메니아,2003,26460504,22200
동구 및 CIS,아제르바이잔,2003,16840820,14130
동구 및 CIS,알바니아,2003,95379344,80024
동구 및 CIS,에스토니아,2003,3509070,2944
동구 및 CIS,우즈베키스탄,2003,1627294958,1365306
동구 및 CIS,우크라이나,2003,486311267,408017
동구 및 CIS,조지아,2003,11966536,10040
동구 및 CIS,카자흐스탄,2003,1611429127,1351995
동구 및 CIS,크로아티아,2003,13696319,11491
동구 및 CIS,키르기스스탄,2003,242135473,203153
동구 및 CIS,타지키스탄,2003,176074046,147727
동구 및 CIS,터키,2003,74336847,62369
아시아,네팔,2003,1441078244,1209070
아시아,대만,2003,43268000,36302
아시아,동티모르,2003,290617101,243829
아시아,라오스,2003,2417568799,2028349
아시아,말레이시아,2003,165161606,138571
아시아,몰디브,2003,28255033,23706
아시아,몽골,2003,2069296975,1736148
아시아,미얀마,2003,1740656156,1460417
아시아,방글라데시,2003,1658991809,1391900
아시아,베트남,2003,4189023243,3514606
